"date","state","fips","positive","negative","pending","total","totalTestResults","negativeIncrease","positiveIncrease","totalTestResultsIncrease"
20200518,"TX","48049","","","",178,178,"","",46
20200519,"TX","48049","","","",183,183,"","",5
20200520,"TX","48049","","","",189,189,"","",6
20200521,"TX","48049","","","",203,203,"","",14
20200522,"TX","48049","","","",210,210,"","",7
20200524,"TX","48049","","","",227,227,"","",17
20200525,"TX","48049","","","",241,241,"","",14
20200526,"TX","48049","","","",260,260,"","",19
20200527,"TX","48049","","","",261,261,"","",1
20200528,"TX","48049","","","",272,272,"","",11
20200529,"TX","48049","","","",282,282,"","",10
20200530,"TX","48049","","","",287,287,"","",5
20200531,"TX","48049","","","",288,288,"","",1
20200601,"TX","48049","","","",301,301,"","",13
20200602,"TX","48049","","","",318,318,"","",17
20200603,"TX","48049","","","",319,319,"","",1
20200604,"TX","48049","","","",353,353,"","",34
20200605,"TX","48049","","","",362,362,"","",9
20200606,"TX","48049","","","",382,382,"","",20
20200607,"TX","48049","","","",654,654,"","",272
20200608,"TX","48049","","","",655,655,"","",1
20200609,"TX","48049","","","",662,662,"","",7
20200611,"TX","48049","","","",672,672,"","",10
20200612,"TX","48049","","","",678,678,"","",6
20200613,"TX","48049","","","",717,717,"","",39
20200614,"TX","48049","","","",758,758,"","",41
20200615,"TX","48049","","","",766,766,"","",8
20200616,"TX","48049","","","",777,777,"","",11
20200617,"TX","48049","","","",797,797,"","",20
20200618,"TX","48049","","","",893,893,"","",96
20200619,"TX","48049","","","",971,971,"","",78
20200620,"TX","48049","","","",1000,1000,"","",29
20200621,"TX","48049","","","",1029,1029,"","",29
20200622,"TX","48049","","","",1061,1061,"","",32
20200623,"TX","48049","","","",1066,1066,"","",5
20200624,"TX","48049","","","",1066,1066,"","",0
20200625,"TX","48049","","","",1067,1067,"","",1
20200626,"TX","48049","","","",1086,1086,"","",19
20200627,"TX","48049","","","",1103,1103,"","",17
20200628,"TX","48049","","","",1117,1117,"","",14
20200629,"TX","48049","","","",1131,1131,"","",14
20200630,"TX","48049","","","",1138,1138,"","",7
20200701,"TX","48049","","","",1158,1158,"","",20
20200702,"TX","48049","","","",1172,1172,"","",14
20200703,"TX","48049","","","",1188,1188,"","",16
20200704,"TX","48049","","","",1228,1228,"","",40
20200705,"TX","48049","","","",1253,1253,"","",25
20200706,"TX","48049","","","",1297,1297,"","",44
20200707,"TX","48049","","","",1509,1509,"","",212
20200421,"TX","48403","","","",18,18,"","",18
20200422,"TX","48403","","","",15,15,"","",-3
20200423,"TX","48403","","","",23,23,"","",8
20200424,"TX","48403","","","",25,25,"","",2
20200425,"TX","48403","","","",26,26,"","",1
20200426,"TX","48403","","","",26,26,"","",0
20200427,"TX","48403","","","",26,26,"","",0
20200428,"TX","48403","","","",27,27,"","",1
20200429,"TX","48403","","","",30,30,"","",3
20200430,"TX","48403","","","",31,31,"","",1
20200501,"TX","48403","","","",31,31,"","",0
20200502,"TX","48403","","","",34,34,"","",3
20200503,"TX","48403","","","",34,34,"","",0
20200504,"TX","48403","","","",42,42,"","",8
20200506,"TX","48403","","","",44,44,"","",2
20200507,"TX","48403","","","",47,47,"","",3
20200508,"TX","48403","","","",51,51,"","",4
20200509,"TX","48403","","","",55,55,"","",4
20200510,"TX","48403","","","",59,59,"","",4
20200511,"TX","48403","","","",59,59,"","",0
20200512,"TX","48403","","","",63,63,"","",4
20200513,"TX","48403","","","",70,70,"","",7
20200514,"TX","48403","","","",75,75,"","",5
20200515,"TX","48403","","","",75,75,"","",0
20200516,"TX","48403","","","",85,85,"","",10
20200517,"TX","48403","","","",92,92,"","",7
20200518,"TX","48403","","","",97,97,"","",5
20200519,"TX","48403","","","",105,105,"","",8
20200520,"TX","48403","","","",110,110,"","",5
20200521,"TX","48403","","","",116,116,"","",6
20200522,"TX","48403","","","",120,120,"","",4
20200524,"TX","48403","","","",126,126,"","",6
20200525,"TX","48403","","","",126,126,"","",0
20200526,"TX","48403","","","",138,138,"","",12
20200527,"TX","48403","","","",265,265,"","",127
20200528,"TX","48403","","","",303,303,"","",38
20200529,"TX","48403","","","",311,311,"","",8
20200530,"TX","48403","","","",316,316,"","",5
20200531,"TX","48403","","","",316,316,"","",0
20200601,"TX","48403","","","",417,417,"","",101
20200602,"TX","48403","","","",429,429,"","",12
20200603,"TX","48403","","","",435,435,"","",6
20200604,"TX","48403","","","",443,443,"","",8
20200605,"TX","48403","","","",445,445,"","",2
20200606,"TX","48403","","","",452,452,"","",7
20200607,"TX","48403","","","",460,460,"","",8
20200608,"TX","48403","","","",463,463,"","",3
20200609,"TX","48403","","","",467,467,"","",4
20200611,"TX","48403","","","",471,471,"","",4
20200612,"TX","48403","","","",471,471,"","",0
20200613,"TX","48403","","","",472,472,"","",1
20200614,"TX","48403","","","",477,477,"","",5
20200615,"TX","48403","","","",487,487,"","",10
20200616,"TX","48403","","","",491,491,"","",4
20200617,"TX","48403","","","",493,493,"","",2
20200618,"TX","48403","","","",496,496,"","",3
20200619,"TX","48403","","","",501,501,"","",5
20200620,"TX","48403","","","",503,503,"","",2
20200621,"TX","48403","","","",514,514,"","",11
20200622,"TX","48403","","","",517,517,"","",3
20200623,"TX","48403","","","",526,526,"","",9
20200624,"TX","48403","","","",527,527,"","",1
20200625,"TX","48403","","","",527,527,"","",0
20200626,"TX","48403","","","",529,529,"","",2
20200627,"TX","48403","","","",535,535,"","",6
20200628,"TX","48403","","","",538,538,"","",3
20200629,"TX","48403","","","",541,541,"","",3
20200630,"TX","48403","","","",547,547,"","",6
20200701,"TX","48403","","","",557,557,"","",10
20200702,"TX","48403","","","",560,560,"","",3
20200703,"TX","48403","","","",562,562,"","",2
20200704,"TX","48403","","","",566,566,"","",4
20200705,"TX","48403","","","",573,573,"","",7
20200706,"TX","48403","","","",589,589,"","",16
20200707,"TX","48403","","","",594,594,"","",5
20200421,"TX","48005","","","",282,282,"","",282
20200422,"TX","48005","","","",311,311,"","",29
20200423,"TX","48005","","","",431,431,"","",120
20200424,"TX","48005","","","",434,434,"","",3
20200425,"TX","48005","","","",469,469,"","",35
20200426,"TX","48005","","","",468,468,"","",-1
20200427,"TX","48005","","","",544,544,"","",76
20200428,"TX","48005","","","",552,552,"","",8
20200429,"TX","48005","","","",626,626,"","",74
20200430,"TX","48005","","","",667,667,"","",41
20200501,"TX","48005","","","",666,666,"","",-1
20200502,"TX","48005","","","",717,717,"","",51
20200503,"TX","48005","","","",718,718,"","",1
20200504,"TX","48005","","","",722,722,"","",4
20200506,"TX","48005","","","",792,792,"","",70
20200507,"TX","48005","","","",840,840,"","",48
20200508,"TX","48005","","","",897,897,"","",57
20200509,"TX","48005","","","",1039,1039,"","",142
20200510,"TX","48005","","","",1130,1130,"","",91
20200511,"TX","48005","","","",1134,1134,"","",4
20200512,"TX","48005","","","",1185,1185,"","",51
20200513,"TX","48005","","","",1209,1209,"","",24
20200514,"TX","48005","","","",1244,1244,"","",35
20200515,"TX","48005","","","",1296,1296,"","",52
20200516,"TX","48005","","","",1381,1381,"","",85
20200517,"TX","48005","","","",1386,1386,"","",5
20200518,"TX","48005","","","",1471,1471,"","",85
20200519,"TX","48005","","","",1543,1543,"","",72
20200520,"TX","48005","","","",1571,1571,"","",28
20200521,"TX","48005","","","",1618,1618,"","",47
20200522,"TX","48005","","","",1632,1632,"","",14
20200524,"TX","48005","","","",1736,1736,"","",104
20200525,"TX","48005","","","",1796,1796,"","",60
20200526,"TX","48005","","","",1983,1983,"","",187
20200527,"TX","48005","","","",2011,2011,"","",28
20200528,"TX","48005","","","",2114,2114,"","",103
20200529,"TX","48005","","","",2177,2177,"","",63
20200530,"TX","48005","","","",2236,2236,"","",59
20200531,"TX","48005","","","",2239,2239,"","",3
20200601,"TX","48005","","","",2359,2359,"","",120
20200602,"TX","48005","","","",2418,2418,"","",59
20200603,"TX","48005","","","",2501,2501,"","",83
20200604,"TX","48005","","","",2529,2529,"","",28
20200605,"TX","48005","","","",2550,2550,"","",21
20200606,"TX","48005","","","",2578,2578,"","",28
20200607,"TX","48005","","","",2709,2709,"","",131
20200608,"TX","48005","","","",2741,2741,"","",32
20200609,"TX","48005","","","",2777,2777,"","",36
20200611,"TX","48005","","","",2819,2819,"","",42
20200612,"TX","48005","","","",2815,2815,"","",-4
20200613,"TX","48005","","","",2855,2855,"","",40
20200614,"TX","48005","","","",2878,2878,"","",23
20200615,"TX","48005","","","",2896,2896,"","",18
20200616,"TX","48005","","","",3002,3002,"","",106
20200617,"TX","48005","","","",3151,3151,"","",149
20200618,"TX","48005","","","",3354,3354,"","",203
20200619,"TX","48005","","","",3407,3407,"","",53
20200620,"TX","48005","","","",3460,3460,"","",53
20200621,"TX","48005","","","",3599,3599,"","",139
20200622,"TX","48005","","","",3662,3662,"","",63
20200623,"TX","48005","","","",3772,3772,"","",110
20200624,"TX","48005","","","",3793,3793,"","",21
20200625,"TX","48005","","","",3805,3805,"","",12
20200626,"TX","48005","","","",3872,3872,"","",67
20200627,"TX","48005","","","",4000,4000,"","",128
20200628,"TX","48005","","","",4063,4063,"","",63
20200629,"TX","48005","","","",4122,4122,"","",59
20200630,"TX","48005","","","",4190,4190,"","",68
20200701,"TX","48005","","","",4512,4512,"","",322
20200702,"TX","48005","","","",4651,4651,"","",139
20200703,"TX","48005","","","",4712,4712,"","",61
20200704,"TX","48005","","","",4756,4756,"","",44
20200705,"TX","48005","","","",4821,4821,"","",65
20200706,"TX","48005","","","",4962,4962,"","",141
20200707,"TX","48005","","","",4987,4987,"","",25
20200421,"TX","48175","","","",9,9,"","",9
20200422,"TX","48175","","","",10,10,"","",1
20200423,"TX","48175","","","",29,29,"","",19
20200424,"TX","48175","","","",31,31,"","",2
20200425,"TX","48175","","","",33,33,"","",2
20200426,"TX","48175","","","",33,33,"","",0
20200427,"TX","48175","","","",38,38,"","",5
20200428,"TX","48175","","","",39,39,"","",1
20200429,"TX","48175","","","",41,41,"","",2
20200430,"TX","48175","","","",47,47,"","",6
20200501,"TX","48175","","","",47,47,"","",0
20200502,"TX","48175","","","",51,51,"","",4
20200503,"TX","48175","","","",51,51,"","",0
20200504,"TX","48175","","","",54,54,"","",3
20200506,"TX","48175","","","",67,67,"","",13
20200507,"TX","48175","","","",71,71,"","",4
20200508,"TX","48175","","","",75,75,"","",4
20200509,"TX","48175","","","",81,81,"","",6
20200510,"TX","48175","","","",84,84,"","",3
20200511,"TX","48175","","","",84,84,"","",0
20200512,"TX","48175","","","",85,85,"","",1
20200513,"TX","48175","","","",86,86,"","",1
20200514,"TX","48175","","","",87,87,"","",1
20200515,"TX","48175","","","",91,91,"","",4
20200516,"TX","48175","","","",94,94,"","",3
20200517,"TX","48175","","","",94,94,"","",0
20200518,"TX","48175","","","",96,96,"","",2
20200519,"TX","48175","","","",106,106,"","",10
20200520,"TX","48175","","","",106,106,"","",0
20200521,"TX","48175","","","",106,106,"","",0
20200522,"TX","48175","","","",107,107,"","",1
20200524,"TX","48175","","","",111,111,"","",4
20200525,"TX","48175","","","",118,118,"","",7
20200526,"TX","48175","","","",120,120,"","",2
20200527,"TX","48175","","","",121,121,"","",1
20200528,"TX","48175","","","",121,121,"","",0
20200529,"TX","48175","","","",123,123,"","",2
20200530,"TX","48175","","","",123,123,"","",0
20200531,"TX","48175","","","",123,123,"","",0
20200601,"TX","48175","","","",128,128,"","",5
20200602,"TX","48175","","","",130,130,"","",2
20200603,"TX","48175","","","",131,131,"","",1
20200604,"TX","48175","","","",132,132,"","",1
20200605,"TX","48175","","","",132,132,"","",0
20200606,"TX","48175","","","",136,136,"","",4
20200607,"TX","48175","","","",140,140,"","",4
20200608,"TX","48175","","","",143,143,"","",3
20200609,"TX","48175","","","",145,145,"","",2
20200611,"TX","48175","","","",149,149,"","",4
20200612,"TX","48175","","","",146,146,"","",-3
20200613,"TX","48175","","","",147,147,"","",1
20200614,"TX","48175","","","",147,147,"","",0
20200615,"TX","48175","","","",147,147,"","",0
20200616,"TX","48175","","","",150,150,"","",3
20200617,"TX","48175","","","",153,153,"","",3
20200618,"TX","48175","","","",155,155,"","",2
20200619,"TX","48175","","","",159,159,"","",4
20200620,"TX","48175","","","",159,159,"","",0
20200621,"TX","48175","","","",170,170,"","",11
20200622,"TX","48175","","","",177,177,"","",7
20200623,"TX","48175","","","",178,178,"","",1
20200624,"TX","48175","","","",181,181,"","",3
20200625,"TX","48175","","","",182,182,"","",1
20200626,"TX","48175","","","",184,184,"","",2
20200627,"TX","48175","","","",186,186,"","",2
20200628,"TX","48175","","","",193,193,"","",7
20200629,"TX","48175","","","",199,199,"","",6
20200630,"TX","48175","","","",203,203,"","",4
20200701,"TX","48175","","","",208,208,"","",5
20200702,"TX","48175","","","",216,216,"","",8
20200703,"TX","48175","","","",224,224,"","",8
20200704,"TX","48175","","","",233,233,"","",9
20200705,"TX","48175","","","",236,236,"","",3
20200706,"TX","48175","","","",248,248,"","",12
20200707,"TX","48175","","","",252,252,"","",4
20200421,"TX","48461","","","",4,4,"","",4
20200422,"TX","48461","","","",4,4,"","",0
20200423,"TX","48461","","","",2,2,"","",-2
20200424,"TX","48461","","","",6,6,"","",4
20200425,"TX","48461","","","",6,6,"","",0
20200426,"TX","48461","","","",6,6,"","",0
20200427,"TX","48461","","","",6,6,"","",0
20200428,"TX","48461","","","",6,6,"","",0
20200429,"TX","48461","","","",6,6,"","",0
20200430,"TX","48461","","","",7,7,"","",1
20200501,"TX","48461","","","",6,6,"","",-1
20200502,"TX","48461","","","",6,6,"","",0
20200503,"TX","48461","","","",6,6,"","",0
20200504,"TX","48461","","","",8,8,"","",2
20200506,"TX","48461","","","",8,8,"","",0
20200507,"TX","48461","","","",8,8,"","",0
20200508,"TX","48461","","","",9,9,"","",1
20200509,"TX","48461","","","",10,10,"","",1
20200510,"TX","48461","","","",10,10,"","",0
20200511,"TX","48461","","","",10,10,"","",0
20200512,"TX","48461","","","",10,10,"","",0
20200513,"TX","48461","","","",10,10,"","",0
20200514,"TX","48461","","","",10,10,"","",0
20200515,"TX","48461","","","",10,10,"","",0
20200516,"TX","48461","","","",10,10,"","",0
20200517,"TX","48461","","","",10,10,"","",0
20200518,"TX","48461","","","",12,12,"","",2
20200519,"TX","48461","","","",14,14,"","",2
20200520,"TX","48461","","","",14,14,"","",0
20200521,"TX","48461","","","",15,15,"","",1
20200522,"TX","48461","","","",15,15,"","",0
20200524,"TX","48461","","","",15,15,"","",0
20200525,"TX","48461","","","",15,15,"","",0
20200526,"TX","48461","","","",15,15,"","",0
20200527,"TX","48461","","","",15,15,"","",0
20200528,"TX","48461","","","",15,15,"","",0
20200529,"TX","48461","","","",17,17,"","",2
20200530,"TX","48461","","","",17,17,"","",0
20200531,"TX","48461","","","",18,18,"","",1
20200601,"TX","48461","","","",19,19,"","",1
20200602,"TX","48461","","","",45,45,"","",26
20200603,"TX","48461","","","",47,47,"","",2
20200604,"TX","48461","","","",50,50,"","",3
20200605,"TX","48461","","","",51,51,"","",1
20200606,"TX","48461","","","",52,52,"","",1
20200607,"TX","48461","","","",136,136,"","",84
20200608,"TX","48461","","","",137,137,"","",1
20200609,"TX","48461","","","",138,138,"","",1
20200611,"TX","48461","","","",153,153,"","",15
20200612,"TX","48461","","","",153,153,"","",0
20200613,"TX","48461","","","",153,153,"","",0
20200614,"TX","48461","","","",153,153,"","",0
20200615,"TX","48461","","","",153,153,"","",0
20200616,"TX","48461","","","",153,153,"","",0
20200617,"TX","48461","","","",153,153,"","",0
20200618,"TX","48461","","","",153,153,"","",0
20200619,"TX","48461","","","",153,153,"","",0
20200620,"TX","48461","","","",153,153,"","",0
20200621,"TX","48461","","","",153,153,"","",0
20200622,"TX","48461","","","",154,154,"","",1
20200623,"TX","48461","","","",156,156,"","",2
20200624,"TX","48461","","","",157,157,"","",1
20200625,"TX","48461","","","",158,158,"","",1
20200626,"TX","48461","","","",158,158,"","",0
20200627,"TX","48461","","","",158,158,"","",0
20200628,"TX","48461","","","",159,159,"","",1
20200629,"TX","48461","","","",160,160,"","",1
20200630,"TX","48461","","","",160,160,"","",0
20200701,"TX","48461","","","",161,161,"","",1
20200702,"TX","48461","","","",161,161,"","",0
20200703,"TX","48461","","","",162,162,"","",1
20200704,"TX","48461","","","",164,164,"","",2
20200705,"TX","48461","","","",164,164,"","",0
20200706,"TX","48461","","","",164,164,"","",0
20200707,"TX","48461","","","",164,164,"","",0
20200421,"TX","48401","","","",102,102,"","",102
20200422,"TX","48401","","","",108,108,"","",6
20200423,"TX","48401","","","",89,89,"","",-19
20200424,"TX","48401","","","",136,136,"","",47
20200425,"TX","48401","","","",150,150,"","",14
20200426,"TX","48401","","","",150,150,"","",0
20200427,"TX","48401","","","",152,152,"","",2
20200428,"TX","48401","","","",141,141,"","",-11
20200429,"TX","48401","","","",142,142,"","",1
20200430,"TX","48401","","","",143,143,"","",1
20200501,"TX","48401","","","",143,143,"","",0
20200502,"TX","48401","","","",147,147,"","",4
20200503,"TX","48401","","","",147,147,"","",0
20200504,"TX","48401","","","",156,156,"","",9
20200506,"TX","48401","","","",156,156,"","",0
20200507,"TX","48401","","","",161,161,"","",5
20200508,"TX","48401","","","",176,176,"","",15
20200509,"TX","48401","","","",188,188,"","",12
20200510,"TX","48401","","","",194,194,"","",6
20200511,"TX","48401","","","",196,196,"","",2
20200512,"TX","48401","","","",208,208,"","",12
20200513,"TX","48401","","","",209,209,"","",1
20200514,"TX","48401","","","",217,217,"","",8
20200515,"TX","48401","","","",217,217,"","",0
20200516,"TX","48401","","","",223,223,"","",6
20200517,"TX","48401","","","",227,227,"","",4
20200518,"TX","48401","","","",254,254,"","",27
20200519,"TX","48401","","","",258,258,"","",4
20200520,"TX","48401","","","",271,271,"","",13
20200521,"TX","48401","","","",279,279,"","",8
20200522,"TX","48401","","","",281,281,"","",2
20200524,"TX","48401","","","",304,304,"","",23
20200525,"TX","48401","","","",491,491,"","",187
20200526,"TX","48401","","","",609,609,"","",118
20200527,"TX","48401","","","",613,613,"","",4
20200528,"TX","48401","","","",660,660,"","",47
20200529,"TX","48401","","","",666,666,"","",6
20200530,"TX","48401","","","",802,802,"","",136
20200531,"TX","48401","","","",888,888,"","",86
20200601,"TX","48401","","","",992,992,"","",104
20200602,"TX","48401","","","",1027,1027,"","",35
20200603,"TX","48401","","","",1041,1041,"","",14
20200604,"TX","48401","","","",1056,1056,"","",15
20200605,"TX","48401","","","",1059,1059,"","",3
20200606,"TX","48401","","","",1066,1066,"","",7
20200607,"TX","48401","","","",1119,1119,"","",53
20200608,"TX","48401","","","",1127,1127,"","",8
20200609,"TX","48401","","","",1142,1142,"","",15
20200611,"TX","48401","","","",1155,1155,"","",13
20200612,"TX","48401","","","",1142,1142,"","",-13
20200613,"TX","48401","","","",1144,1144,"","",2
20200614,"TX","48401","","","",1152,1152,"","",8
20200615,"TX","48401","","","",1157,1157,"","",5
20200616,"TX","48401","","","",1176,1176,"","",19
20200617,"TX","48401","","","",1201,1201,"","",25
20200618,"TX","48401","","","",1228,1228,"","",27
20200619,"TX","48401","","","",1241,1241,"","",13
20200620,"TX","48401","","","",1249,1249,"","",8
20200621,"TX","48401","","","",1280,1280,"","",31
20200622,"TX","48401","","","",1291,1291,"","",11
20200623,"TX","48401","","","",1322,1322,"","",31
20200624,"TX","48401","","","",1339,1339,"","",17
20200625,"TX","48401","","","",1356,1356,"","",17
20200626,"TX","48401","","","",1368,1368,"","",12
20200627,"TX","48401","","","",1391,1391,"","",23
20200628,"TX","48401","","","",1399,1399,"","",8
20200629,"TX","48401","","","",1404,1404,"","",5
20200630,"TX","48401","","","",1414,1414,"","",10
20200701,"TX","48401","","","",1516,1516,"","",102
20200702,"TX","48401","","","",3391,3391,"","",1875
20200703,"TX","48401","","","",4395,4395,"","",1004
20200704,"TX","48401","","","",4428,4428,"","",33
20200705,"TX","48401","","","",4452,4452,"","",24
20200706,"TX","48401","","","",4505,4505,"","",53
20200707,"TX","48401","","","",4541,4541,"","",36
20200421,"TX","48307","","","",5,5,"","",5
20200422,"TX","48307","","","",5,5,"","",0
20200423,"TX","48307","","","",6,6,"","",1
20200424,"TX","48307","","","",6,6,"","",0
20200425,"TX","48307","","","",6,6,"","",0
20200426,"TX","48307","","","",6,6,"","",0
20200427,"TX","48307","","","",6,6,"","",0
20200428,"TX","48307","","","",6,6,"","",0
20200429,"TX","48307","","","",7,7,"","",1
20200430,"TX","48307","","","",7,7,"","",0
20200501,"TX","48307","","","",7,7,"","",0
20200502,"TX","48307","","","",8,8,"","",1
20200503,"TX","48307","","","",8,8,"","",0
20200504,"TX","48307","","","",8,8,"","",0
20200506,"TX","48307","","","",10,10,"","",2
20200507,"TX","48307","","","",10,10,"","",0
20200508,"TX","48307","","","",10,10,"","",0
20200509,"TX","48307","","","",12,12,"","",2
20200510,"TX","48307","","","",15,15,"","",3
20200511,"TX","48307","","","",15,15,"","",0
20200512,"TX","48307","","","",16,16,"","",1
20200513,"TX","48307","","","",17,17,"","",1
20200514,"TX","48307","","","",17,17,"","",0
20200515,"TX","48307","","","",18,18,"","",1
20200516,"TX","48307","","","",19,19,"","",1
20200517,"TX","48307","","","",19,19,"","",0
20200518,"TX","48307","","","",23,23,"","",4
20200519,"TX","48307","","","",23,23,"","",0
20200520,"TX","48307","","","",40,40,"","",17
20200521,"TX","48307","","","",40,40,"","",0
20200522,"TX","48307","","","",43,43,"","",3
20200524,"TX","48307","","","",44,44,"","",1
20200525,"TX","48307","","","",44,44,"","",0
20200526,"TX","48307","","","",45,45,"","",1
20200527,"TX","48307","","","",46,46,"","",1
20200528,"TX","48307","","","",46,46,"","",0
20200529,"TX","48307","","","",49,49,"","",3
20200530,"TX","48307","","","",53,53,"","",4
20200531,"TX","48307","","","",53,53,"","",0
20200601,"TX","48307","","","",63,63,"","",10
20200602,"TX","48307","","","",66,66,"","",3
20200603,"TX","48307","","","",67,67,"","",1
20200604,"TX","48307","","","",75,75,"","",8
20200605,"TX","48307","","","",75,75,"","",0
20200606,"TX","48307","","","",76,76,"","",1
20200607,"TX","48307","","","",78,78,"","",2
20200608,"TX","48307","","","",81,81,"","",3
20200609,"TX","48307","","","",82,82,"","",1
20200611,"TX","48307","","","",82,82,"","",0
20200612,"TX","48307","","","",82,82,"","",0
20200613,"TX","48307","","","",81,81,"","",-1
20200614,"TX","48307","","","",82,82,"","",1
20200615,"TX","48307","","","",83,83,"","",1
20200616,"TX","48307","","","",83,83,"","",0
20200617,"TX","48307","","","",84,84,"","",1
20200618,"TX","48307","","","",85,85,"","",1
20200619,"TX","48307","","","",88,88,"","",3
20200620,"TX","48307","","","",93,93,"","",5
20200621,"TX","48307","","","",94,94,"","",1
20200622,"TX","48307","","","",92,92,"","",-2
20200623,"TX","48307","","","",93,93,"","",1
20200624,"TX","48307","","","",93,93,"","",0
20200625,"TX","48307","","","",93,93,"","",0
20200626,"TX","48307","","","",95,95,"","",2
20200627,"TX","48307","","","",96,96,"","",1
20200628,"TX","48307","","","",98,98,"","",2
20200629,"TX","48307","","","",102,102,"","",4
20200630,"TX","48307","","","",105,105,"","",3
20200701,"TX","48307","","","",112,112,"","",7
20200702,"TX","48307","","","",114,114,"","",2
20200703,"TX","48307","","","",120,120,"","",6
20200704,"TX","48307","","","",119,119,"","",-1
20200705,"TX","48307","","","",137,137,"","",18
20200706,"TX","48307","","","",146,146,"","",9
20200707,"TX","48307","","","",146,146,"","",0
20200421,"TX","48371","","","",33,33,"","",33
20200422,"TX","48371","","","",37,37,"","",4
20200423,"TX","48371","","","",41,41,"","",4
20200424,"TX","48371","","","",43,43,"","",2
20200425,"TX","48371","","","",45,45,"","",2
20200426,"TX","48371","","","",45,45,"","",0
20200427,"TX","48371","","","",48,48,"","",3
20200428,"TX","48371","","","",48,48,"","",0
20200429,"TX","48371","","","",53,53,"","",5
20200430,"TX","48371","","","",55,55,"","",2
20200501,"TX","48371","","","",55,55,"","",0
20200502,"TX","48371","","","",58,58,"","",3
20200503,"TX","48371","","","",58,58,"","",0
20200504,"TX","48371","","","",58,58,"","",0
20200506,"TX","48371","","","",59,59,"","",1
20200507,"TX","48371","","","",61,61,"","",2
20200508,"TX","48371","","","",77,77,"","",16
20200509,"TX","48371","","","",79,79,"","",2
20200510,"TX","48371","","","",83,83,"","",4
20200511,"TX","48371","","","",84,84,"","",1
20200512,"TX","48371","","","",166,166,"","",82
20200513,"TX","48371","","","",172,172,"","",6
20200514,"TX","48371","","","",181,181,"","",9
20200515,"TX","48371","","","",181,181,"","",0
20200516,"TX","48371","","","",194,194,"","",13
20200517,"TX","48371","","","",218,218,"","",24
20200518,"TX","48371","","","",222,222,"","",4
20200519,"TX","48371","","","",253,253,"","",31
20200520,"TX","48371","","","",265,265,"","",12
20200521,"TX","48371","","","",265,265,"","",0
20200522,"TX","48371","","","",268,268,"","",3
20200524,"TX","48371","","","",276,276,"","",8
20200525,"TX","48371","","","",279,279,"","",3
20200526,"TX","48371","","","",285,285,"","",6
20200527,"TX","48371","","","",382,382,"","",97
20200528,"TX","48371","","","",434,434,"","",52
20200529,"TX","48371","","","",441,441,"","",7
20200530,"TX","48371","","","",443,443,"","",2
20200531,"TX","48371","","","",444,444,"","",1
20200601,"TX","48371","","","",464,464,"","",20
20200602,"TX","48371","","","",464,464,"","",0
20200603,"TX","48371","","","",470,470,"","",6
20200604,"TX","48371","","","",477,477,"","",7
20200605,"TX","48371","","","",478,478,"","",1
20200606,"TX","48371","","","",481,481,"","",3
20200607,"TX","48371","","","",491,491,"","",10
20200608,"TX","48371","","","",489,489,"","",-2
20200609,"TX","48371","","","",493,493,"","",4
20200611,"TX","48371","","","",493,493,"","",0
20200612,"TX","48371","","","",493,493,"","",0
20200613,"TX","48371","","","",495,495,"","",2
20200614,"TX","48371","","","",600,600,"","",105
20200615,"TX","48371","","","",740,740,"","",140
20200616,"TX","48371","","","",749,749,"","",9
20200617,"TX","48371","","","",750,750,"","",1
20200618,"TX","48371","","","",758,758,"","",8
20200619,"TX","48371","","","",762,762,"","",4
20200620,"TX","48371","","","",765,765,"","",3
20200621,"TX","48371","","","",804,804,"","",39
20200622,"TX","48371","","","",1136,1136,"","",332
20200623,"TX","48371","","","",1137,1137,"","",1
20200624,"TX","48371","","","",1137,1137,"","",0
20200625,"TX","48371","","","",1138,1138,"","",1
20200626,"TX","48371","","","",1142,1142,"","",4
20200627,"TX","48371","","","",1148,1148,"","",6
20200628,"TX","48371","","","",1152,1152,"","",4
20200629,"TX","48371","","","",1152,1152,"","",0
20200630,"TX","48371","","","",1158,1158,"","",6
20200701,"TX","48371","","","",1979,1979,"","",821
20200702,"TX","48371","","","",1981,1981,"","",2
20200703,"TX","48371","","","",1987,1987,"","",6
20200704,"TX","48371","","","",1988,1988,"","",1
20200705,"TX","48371","","","",1995,1995,"","",7
20200706,"TX","48371","","","",1996,1996,"","",1
20200707,"TX","48371","","","",2012,2012,"","",16
20200421,"TX","48297","","","",25,25,"","",25
20200422,"TX","48297","","","",25,25,"","",0
20200423,"TX","48297","","","",33,33,"","",8
20200424,"TX","48297","","","",50,50,"","",17
20200425,"TX","48297","","","",51,51,"","",1
20200426,"TX","48297","","","",51,51,"","",0
20200427,"TX","48297","","","",53,53,"","",2
20200428,"TX","48297","","","",53,53,"","",0
20200429,"TX","48297","","","",54,54,"","",1
20200430,"TX","48297","","","",54,54,"","",0
20200501,"TX","48297","","","",54,54,"","",0
20200502,"TX","48297","","","",54,54,"","",0
20200503,"TX","48297","","","",55,55,"","",1
20200504,"TX","48297","","","",55,55,"","",0
20200506,"TX","48297","","","",56,56,"","",1
20200507,"TX","48297","","","",59,59,"","",3
20200508,"TX","48297","","","",67,67,"","",8
20200509,"TX","48297","","","",77,77,"","",10
20200510,"TX","48297","","","",80,80,"","",3
20200511,"TX","48297","","","",83,83,"","",3
