"date","state","fips","positive","negative","pending","total","totalTestResults","negativeIncrease","positiveIncrease","totalTestResultsIncrease"
20200429,"TX","48043","","","",18,18,"","",1
20200430,"TX","48043","","","",18,18,"","",0
20200501,"TX","48043","","","",18,18,"","",0
20200502,"TX","48043","","","",19,19,"","",1
20200503,"TX","48043","","","",19,19,"","",0
20200504,"TX","48043","","","",19,19,"","",0
20200506,"TX","48043","","","",20,20,"","",1
20200507,"TX","48043","","","",21,21,"","",1
20200508,"TX","48043","","","",23,23,"","",2
20200509,"TX","48043","","","",23,23,"","",0
20200510,"TX","48043","","","",26,26,"","",3
20200511,"TX","48043","","","",26,26,"","",0
20200512,"TX","48043","","","",27,27,"","",1
20200513,"TX","48043","","","",28,28,"","",1
20200514,"TX","48043","","","",30,30,"","",2
20200515,"TX","48043","","","",30,30,"","",0
20200516,"TX","48043","","","",33,33,"","",3
20200517,"TX","48043","","","",36,36,"","",3
20200518,"TX","48043","","","",38,38,"","",2
20200519,"TX","48043","","","",40,40,"","",2
20200520,"TX","48043","","","",46,46,"","",6
20200521,"TX","48043","","","",48,48,"","",2
20200522,"TX","48043","","","",50,50,"","",2
20200524,"TX","48043","","","",56,56,"","",6
20200525,"TX","48043","","","",59,59,"","",3
20200526,"TX","48043","","","",60,60,"","",1
20200527,"TX","48043","","","",65,65,"","",5
20200528,"TX","48043","","","",68,68,"","",3
20200529,"TX","48043","","","",68,68,"","",0
20200530,"TX","48043","","","",73,73,"","",5
20200531,"TX","48043","","","",73,73,"","",0
20200601,"TX","48043","","","",78,78,"","",5
20200602,"TX","48043","","","",78,78,"","",0
20200603,"TX","48043","","","",80,80,"","",2
20200604,"TX","48043","","","",79,79,"","",-1
20200605,"TX","48043","","","",81,81,"","",2
20200606,"TX","48043","","","",82,82,"","",1
20200607,"TX","48043","","","",85,85,"","",3
20200608,"TX","48043","","","",86,86,"","",1
20200609,"TX","48043","","","",86,86,"","",0
20200611,"TX","48043","","","",86,86,"","",0
20200612,"TX","48043","","","",142,142,"","",56
20200613,"TX","48043","","","",147,147,"","",5
20200614,"TX","48043","","","",148,148,"","",1
20200615,"TX","48043","","","",152,152,"","",4
20200616,"TX","48043","","","",152,152,"","",0
20200617,"TX","48043","","","",153,153,"","",1
20200618,"TX","48043","","","",154,154,"","",1
20200619,"TX","48043","","","",254,254,"","",100
20200620,"TX","48043","","","",545,545,"","",291
20200621,"TX","48043","","","",658,658,"","",113
20200622,"TX","48043","","","",943,943,"","",285
20200623,"TX","48043","","","",945,945,"","",2
20200624,"TX","48043","","","",946,946,"","",1
20200625,"TX","48043","","","",950,950,"","",4
20200626,"TX","48043","","","",979,979,"","",29
20200627,"TX","48043","","","",986,986,"","",7
20200628,"TX","48043","","","",987,987,"","",1
20200629,"TX","48043","","","",989,989,"","",2
20200630,"TX","48043","","","",995,995,"","",6
20200701,"TX","48043","","","",997,997,"","",2
20200702,"TX","48043","","","",1003,1003,"","",6
20200703,"TX","48043","","","",1011,1011,"","",8
20200704,"TX","48043","","","",1025,1025,"","",14
20200705,"TX","48043","","","",1033,1033,"","",8
20200706,"TX","48043","","","",1050,1050,"","",17
20200707,"TX","48043","","","",1075,1075,"","",25
20200421,"TX","48177","","","",19,19,"","",19
20200422,"TX","48177","","","",21,21,"","",2
20200423,"TX","48177","","","",45,45,"","",24
20200424,"TX","48177","","","",49,49,"","",4
20200425,"TX","48177","","","",55,55,"","",6
20200426,"TX","48177","","","",55,55,"","",0
20200427,"TX","48177","","","",67,67,"","",12
20200428,"TX","48177","","","",68,68,"","",1
20200429,"TX","48177","","","",78,78,"","",10
20200430,"TX","48177","","","",87,87,"","",9
20200501,"TX","48177","","","",87,87,"","",0
20200502,"TX","48177","","","",98,98,"","",11
20200503,"TX","48177","","","",98,98,"","",0
20200504,"TX","48177","","","",99,99,"","",1
20200506,"TX","48177","","","",123,123,"","",24
20200507,"TX","48177","","","",131,131,"","",8
20200508,"TX","48177","","","",145,145,"","",14
20200509,"TX","48177","","","",161,161,"","",16
20200510,"TX","48177","","","",173,173,"","",12
20200511,"TX","48177","","","",174,174,"","",1
20200512,"TX","48177","","","",213,213,"","",39
20200513,"TX","48177","","","",242,242,"","",29
20200514,"TX","48177","","","",248,248,"","",6
20200515,"TX","48177","","","",263,263,"","",15
20200516,"TX","48177","","","",273,273,"","",10
20200517,"TX","48177","","","",283,283,"","",10
20200518,"TX","48177","","","",293,293,"","",10
20200519,"TX","48177","","","",308,308,"","",15
20200520,"TX","48177","","","",309,309,"","",1
20200521,"TX","48177","","","",315,315,"","",6
20200522,"TX","48177","","","",316,316,"","",1
20200524,"TX","48177","","","",339,339,"","",23
20200525,"TX","48177","","","",368,368,"","",29
20200526,"TX","48177","","","",387,387,"","",19
20200527,"TX","48177","","","",391,391,"","",4
20200528,"TX","48177","","","",398,398,"","",7
20200529,"TX","48177","","","",411,411,"","",13
20200530,"TX","48177","","","",431,431,"","",20
20200531,"TX","48177","","","",431,431,"","",0
20200601,"TX","48177","","","",450,450,"","",19
20200602,"TX","48177","","","",483,483,"","",33
20200603,"TX","48177","","","",492,492,"","",9
20200604,"TX","48177","","","",506,506,"","",14
20200605,"TX","48177","","","",706,706,"","",200
20200606,"TX","48177","","","",720,720,"","",14
20200607,"TX","48177","","","",749,749,"","",29
20200608,"TX","48177","","","",751,751,"","",2
20200609,"TX","48177","","","",756,756,"","",5
20200611,"TX","48177","","","",764,764,"","",8
20200612,"TX","48177","","","",764,764,"","",0
20200613,"TX","48177","","","",772,772,"","",8
20200614,"TX","48177","","","",795,795,"","",23
20200615,"TX","48177","","","",798,798,"","",3
20200616,"TX","48177","","","",814,814,"","",16
20200617,"TX","48177","","","",905,905,"","",91
20200618,"TX","48177","","","",1022,1022,"","",117
20200619,"TX","48177","","","",1053,1053,"","",31
20200620,"TX","48177","","","",1066,1066,"","",13
20200621,"TX","48177","","","",1082,1082,"","",16
20200622,"TX","48177","","","",1091,1091,"","",9
20200623,"TX","48177","","","",1117,1117,"","",26
20200624,"TX","48177","","","",1118,1118,"","",1
20200625,"TX","48177","","","",1119,1119,"","",1
20200626,"TX","48177","","","",1146,1146,"","",27
20200627,"TX","48177","","","",1152,1152,"","",6
20200628,"TX","48177","","","",1182,1182,"","",30
20200629,"TX","48177","","","",1205,1205,"","",23
20200630,"TX","48177","","","",1224,1224,"","",19
20200701,"TX","48177","","","",1265,1265,"","",41
20200702,"TX","48177","","","",1310,1310,"","",45
20200703,"TX","48177","","","",1331,1331,"","",21
20200704,"TX","48177","","","",1349,1349,"","",18
20200705,"TX","48177","","","",1354,1354,"","",5
20200706,"TX","48177","","","",1402,1402,"","",48
20200707,"TX","48177","","","",1496,1496,"","",94
20200421,"TX","48053","","","",50,50,"","",50
20200422,"TX","48053","","","",51,51,"","",1
20200423,"TX","48053","","","",82,82,"","",31
20200424,"TX","48053","","","",99,99,"","",17
20200425,"TX","48053","","","",105,105,"","",6
20200426,"TX","48053","","","",112,112,"","",7
20200427,"TX","48053","","","",114,114,"","",2
20200428,"TX","48053","","","",121,121,"","",7
20200429,"TX","48053","","","",140,140,"","",19
20200430,"TX","48053","","","",155,155,"","",15
20200501,"TX","48053","","","",155,155,"","",0
20200502,"TX","48053","","","",161,161,"","",6
20200503,"TX","48053","","","",162,162,"","",1
20200504,"TX","48053","","","",166,166,"","",4
20200506,"TX","48053","","","",212,212,"","",46
20200507,"TX","48053","","","",230,230,"","",18
20200508,"TX","48053","","","",234,234,"","",4
20200509,"TX","48053","","","",248,248,"","",14
20200510,"TX","48053","","","",281,281,"","",33
20200511,"TX","48053","","","",331,331,"","",50
20200512,"TX","48053","","","",369,369,"","",38
20200513,"TX","48053","","","",380,380,"","",11
20200514,"TX","48053","","","",416,416,"","",36
20200515,"TX","48053","","","",428,428,"","",12
20200516,"TX","48053","","","",437,437,"","",9
20200517,"TX","48053","","","",482,482,"","",45
20200518,"TX","48053","","","",501,501,"","",19
20200519,"TX","48053","","","",555,555,"","",54
20200520,"TX","48053","","","",588,588,"","",33
20200521,"TX","48053","","","",637,637,"","",49
20200522,"TX","48053","","","",709,709,"","",72
20200524,"TX","48053","","","",762,762,"","",53
20200525,"TX","48053","","","",787,787,"","",25
20200526,"TX","48053","","","",823,823,"","",36
20200527,"TX","48053","","","",840,840,"","",17
20200528,"TX","48053","","","",891,891,"","",51
20200529,"TX","48053","","","",905,905,"","",14
20200530,"TX","48053","","","",952,952,"","",47
20200531,"TX","48053","","","",956,956,"","",4
20200601,"TX","48053","","","",1026,1026,"","",70
20200602,"TX","48053","","","",1106,1106,"","",80
20200603,"TX","48053","","","",1179,1179,"","",73
20200604,"TX","48053","","","",1054,1054,"","",-125
20200605,"TX","48053","","","",1085,1085,"","",31
20200606,"TX","48053","","","",1091,1091,"","",6
20200607,"TX","48053","","","",1143,1143,"","",52
20200608,"TX","48053","","","",1219,1219,"","",76
20200609,"TX","48053","","","",1384,1384,"","",165
20200611,"TX","48053","","","",1443,1443,"","",59
20200612,"TX","48053","","","",1463,1463,"","",20
20200613,"TX","48053","","","",1466,1466,"","",3
20200614,"TX","48053","","","",1485,1485,"","",19
20200615,"TX","48053","","","",1504,1504,"","",19
20200616,"TX","48053","","","",1523,1523,"","",19
20200617,"TX","48053","","","",1538,1538,"","",15
20200618,"TX","48053","","","",1552,1552,"","",14
20200619,"TX","48053","","","",1587,1587,"","",35
20200620,"TX","48053","","","",1688,1688,"","",101
20200621,"TX","48053","","","",1734,1734,"","",46
20200622,"TX","48053","","","",1752,1752,"","",18
20200623,"TX","48053","","","",1793,1793,"","",41
20200624,"TX","48053","","","",1834,1834,"","",41
20200625,"TX","48053","","","",1839,1839,"","",5
20200626,"TX","48053","","","",1855,1855,"","",16
20200627,"TX","48053","","","",1925,1925,"","",70
20200628,"TX","48053","","","",1939,1939,"","",14
20200629,"TX","48053","","","",1955,1955,"","",16
20200630,"TX","48053","","","",1962,1962,"","",7
20200701,"TX","48053","","","",2018,2018,"","",56
20200702,"TX","48053","","","",2020,2020,"","",2
20200703,"TX","48053","","","",2034,2034,"","",14
20200704,"TX","48053","","","",2051,2051,"","",17
20200705,"TX","48053","","","",2068,2068,"","",17
20200706,"TX","48053","","","",2177,2177,"","",109
20200707,"TX","48053","","","",2220,2220,"","",43
20200421,"TX","48131","","","",12,12,"","",12
20200422,"TX","48131","","","",12,12,"","",0
20200423,"TX","48131","","","",20,20,"","",8
20200424,"TX","48131","","","",24,24,"","",4
20200425,"TX","48131","","","",22,22,"","",-2
20200426,"TX","48131","","","",22,22,"","",0
20200427,"TX","48131","","","",23,23,"","",1
20200428,"TX","48131","","","",23,23,"","",0
20200429,"TX","48131","","","",23,23,"","",0
20200430,"TX","48131","","","",24,24,"","",1
20200501,"TX","48131","","","",24,24,"","",0
20200502,"TX","48131","","","",24,24,"","",0
20200503,"TX","48131","","","",24,24,"","",0
20200504,"TX","48131","","","",24,24,"","",0
20200506,"TX","48131","","","",26,26,"","",2
20200507,"TX","48131","","","",27,27,"","",1
20200508,"TX","48131","","","",29,29,"","",2
20200509,"TX","48131","","","",87,87,"","",58
20200510,"TX","48131","","","",108,108,"","",21
20200511,"TX","48131","","","",108,108,"","",0
20200512,"TX","48131","","","",108,108,"","",0
20200513,"TX","48131","","","",108,108,"","",0
20200514,"TX","48131","","","",111,111,"","",3
20200515,"TX","48131","","","",111,111,"","",0
20200516,"TX","48131","","","",114,114,"","",3
20200517,"TX","48131","","","",115,115,"","",1
20200518,"TX","48131","","","",122,122,"","",7
20200519,"TX","48131","","","",230,230,"","",108
20200520,"TX","48131","","","",267,267,"","",37
20200521,"TX","48131","","","",277,277,"","",10
20200522,"TX","48131","","","",284,284,"","",7
20200524,"TX","48131","","","",287,287,"","",3
20200525,"TX","48131","","","",288,288,"","",1
20200526,"TX","48131","","","",290,290,"","",2
20200527,"TX","48131","","","",290,290,"","",0
20200528,"TX","48131","","","",290,290,"","",0
20200529,"TX","48131","","","",293,293,"","",3
20200530,"TX","48131","","","",300,300,"","",7
20200531,"TX","48131","","","",302,302,"","",2
20200601,"TX","48131","","","",324,324,"","",22
20200602,"TX","48131","","","",328,328,"","",4
20200603,"TX","48131","","","",330,330,"","",2
20200604,"TX","48131","","","",337,337,"","",7
20200605,"TX","48131","","","",336,336,"","",-1
20200606,"TX","48131","","","",338,338,"","",2
20200607,"TX","48131","","","",347,347,"","",9
20200608,"TX","48131","","","",350,350,"","",3
20200609,"TX","48131","","","",352,352,"","",2
20200611,"TX","48131","","","",355,355,"","",3
20200612,"TX","48131","","","",358,358,"","",3
20200613,"TX","48131","","","",364,364,"","",6
20200614,"TX","48131","","","",371,371,"","",7
20200615,"TX","48131","","","",372,372,"","",1
20200616,"TX","48131","","","",373,373,"","",1
20200617,"TX","48131","","","",375,375,"","",2
20200618,"TX","48131","","","",376,376,"","",1
20200619,"TX","48131","","","",378,378,"","",2
20200620,"TX","48131","","","",380,380,"","",2
20200621,"TX","48131","","","",381,381,"","",1
20200622,"TX","48131","","","",386,386,"","",5
20200623,"TX","48131","","","",393,393,"","",7
20200624,"TX","48131","","","",393,393,"","",0
20200625,"TX","48131","","","",393,393,"","",0
20200626,"TX","48131","","","",399,399,"","",6
20200627,"TX","48131","","","",406,406,"","",7
20200628,"TX","48131","","","",433,433,"","",27
20200629,"TX","48131","","","",463,463,"","",30
20200630,"TX","48131","","","",468,468,"","",5
20200701,"TX","48131","","","",469,469,"","",1
20200702,"TX","48131","","","",471,471,"","",2
20200703,"TX","48131","","","",471,471,"","",0
20200704,"TX","48131","","","",480,480,"","",9
20200705,"TX","48131","","","",497,497,"","",17
20200706,"TX","48131","","","",532,532,"","",35
20200707,"TX","48131","","","",544,544,"","",12
20200421,"TX","48423","","","",1682,1682,"","",1682
20200422,"TX","48423","","","",1824,1824,"","",142
20200423,"TX","48423","","","",1761,1761,"","",-63
20200424,"TX","48423","","","",1572,1572,"","",-189
20200425,"TX","48423","","","",1744,1744,"","",172
20200426,"TX","48423","","","",1775,1775,"","",31
20200427,"TX","48423","","","",1789,1789,"","",14
20200428,"TX","48423","","","",1804,1804,"","",15
20200429,"TX","48423","","","",1829,1829,"","",25
20200430,"TX","48423","","","",1915,1915,"","",86
20200501,"TX","48423","","","",1915,1915,"","",0
20200502,"TX","48423","","","",1977,1977,"","",62
20200503,"TX","48423","","","",1976,1976,"","",-1
20200504,"TX","48423","","","",2047,2047,"","",71
20200506,"TX","48423","","","",2151,2151,"","",104
20200507,"TX","48423","","","",2215,2215,"","",64
20200508,"TX","48423","","","",2458,2458,"","",243
20200509,"TX","48423","","","",2535,2535,"","",77
20200510,"TX","48423","","","",2656,2656,"","",121
20200511,"TX","48423","","","",2673,2673,"","",17
20200512,"TX","48423","","","",2816,2816,"","",143
20200513,"TX","48423","","","",2871,2871,"","",55
20200514,"TX","48423","","","",3030,3030,"","",159
20200515,"TX","48423","","","",3081,3081,"","",51
20200516,"TX","48423","","","",3095,3095,"","",14
20200517,"TX","48423","","","",3250,3250,"","",155
20200518,"TX","48423","","","",3418,3418,"","",168
20200519,"TX","48423","","","",3488,3488,"","",70
20200520,"TX","48423","","","",3537,3537,"","",49
20200521,"TX","48423","","","",3588,3588,"","",51
20200522,"TX","48423","","","",3646,3646,"","",58
20200524,"TX","48423","","","",3753,3753,"","",107
20200525,"TX","48423","","","",3831,3831,"","",78
20200526,"TX","48423","","","",3873,3873,"","",42
20200527,"TX","48423","","","",3890,3890,"","",17
20200528,"TX","48423","","","",3941,3941,"","",51
20200529,"TX","48423","","","",3994,3994,"","",53
20200530,"TX","48423","","","",4091,4091,"","",97
20200531,"TX","48423","","","",4201,4201,"","",110
20200601,"TX","48423","","","",5059,5059,"","",858
20200602,"TX","48423","","","",5195,5195,"","",136
20200603,"TX","48423","","","",5279,5279,"","",84
20200604,"TX","48423","","","",4580,4580,"","",-699
20200605,"TX","48423","","","",4551,4551,"","",-29
20200606,"TX","48423","","","",4812,4812,"","",261
20200607,"TX","48423","","","",5396,5396,"","",584
20200608,"TX","48423","","","",5328,5328,"","",-68
20200609,"TX","48423","","","",5542,5542,"","",214
20200611,"TX","48423","","","",5619,5619,"","",77
20200612,"TX","48423","","","",5629,5629,"","",10
20200613,"TX","48423","","","",5665,5665,"","",36
20200614,"TX","48423","","","",5751,5751,"","",86
20200615,"TX","48423","","","",5776,5776,"","",25
20200616,"TX","48423","","","",5855,5855,"","",79
20200617,"TX","48423","","","",6039,6039,"","",184
20200618,"TX","48423","","","",6354,6354,"","",315
20200619,"TX","48423","","","",6702,6702,"","",348
20200620,"TX","48423","","","",6856,6856,"","",154
20200621,"TX","48423","","","",7050,7050,"","",194
20200622,"TX","48423","","","",7212,7212,"","",162
20200623,"TX","48423","","","",7548,7548,"","",336
20200624,"TX","48423","","","",7577,7577,"","",29
20200625,"TX","48423","","","",7661,7661,"","",84
